SUBDIVISION,JAN,FEB,MAR,APR
SAURASHTRA & KUTCH,0.1,0,0,0.5
SAURASHTRA & KUTCH,0.5,0,1.7,0
SAURASHTRA & KUTCH,1.4,5.8,17.5,0
SAURASHTRA & KUTCH,1.5,1,0.6,0.4
SAURASHTRA & KUTCH,0.9,28.2,0,0
SAURASHTRA & KUTCH,0,19.7,0,2.3
SAURASHTRA & KUTCH,3.6,0,0,0
SAURASHTRA & KUTCH,0.2,3.5,0,3.6
SAURASHTRA & KUTCH,0.3,0,0,0.4
SAURASHTRA & KUTCH,1.5,0,35.5,0
SAURASHTRA & KUTCH,0,0,0.7,0.5
SAURASHTRA & KUTCH,0,0,0.1,0
SAURASHTRA & KUTCH,0,9.8,0.4,0
SAURASHTRA & KUTCH,1.3,1.3,7.9,7.2
SAURASHTRA & KUTCH,0,0,0,0
SAURASHTRA & KUTCH,3.4,0.2,0,1.5
SAURASHTRA & KUTCH,0,0,0.6,0.6
SAURASHTRA & KUTCH,7.5,0,0,1.1
SAURASHTRA & KUTCH,12.5,4.5,0.3,0.2
SAURASHTRA & KUTCH,0,0,0,0
SAURASHTRA & KUTCH,0,0,0,1
SAURASHTRA & KUTCH,0,11.4,0,0.5
SAURASHTRA & KUTCH,0,0.1,0.1,0
SAURASHTRA & KUTCH,0,0,0,0
SAURASHTRA & KUTCH,6,0,0.3,2.2
SAURASHTRA & KUTCH,0,8.8,0.1,0
SAURASHTRA & KUTCH,0.6,0,0,0.2
SAURASHTRA & KUTCH,5.1,0,0,3.1
SAURASHTRA & KUTCH,4.8,0.5,0,0.1
SAURASHTRA & KUTCH,0.2,0.6,0,0.1
SAURASHTRA & KUTCH,0,0,0,0
SAURASHTRA & KUTCH,0,4.5,1.2,11.4
SAURASHTRA & KUTCH,0,0,0.6,0.1
SAURASHTRA & KUTCH,11.5,0,0,2.5
SAURASHTRA & KUTCH,0,3.2,0.4,0
SAURASHTRA & KUTCH,0,2.4,0,0
SAURASHTRA & KUTCH,0,0,0,0
SAURASHTRA & KUTCH,0,8.6,2.3,0
SAURASHTRA & KUTCH,7.2,6.4,6.5,0.1
SAURASHTRA & KUTCH,0.5,3.4,0,0.1
SAURASHTRA & KUTCH,1,21,0,0
SAURASHTRA & KUTCH,0.2,0,0,1.8
SAURASHTRA & KUTCH,0.9,0,2.1,0
SAURASHTRA & KUTCH,10,0,0,0.7
SAURASHTRA & KUTCH,0,0.4,0,0.9
SAURASHTRA & KUTCH,0,0,0,64.4
SAURASHTRA & KUTCH,8.2,0,0,0
SAURASHTRA & KUTCH,0,0.1,0,0
SAURASHTRA & KUTCH,0.2,0,0,0
SAURASHTRA & KUTCH,0,0,0.8,0.8
SAURASHTRA & KUTCH,0,0.3,0,0.1
SAURASHTRA & KUTCH,6.5,0.3,0.3,0
SAURASHTRA & KUTCH,1.9,1.1,3.5,0
SAURASHTRA & KUTCH,0,0,0.9,0
SAURASHTRA & KUTCH,0.3,0.2,0,0.2
SAURASHTRA & KUTCH,1.7,0,0.1,0.1
SAURASHTRA & KUTCH,0.9,0.5,0.3,3.3
SAURASHTRA & KUTCH,0.9,0,0,2.2
SAURASHTRA & KUTCH,0.1,0,0.5,0
SAURASHTRA & KUTCH,1,7,4.8,0
SAURASHTRA & KUTCH,0,0,0.7,0.7
SAURASHTRA & KUTCH,0.5,0,1,1.5
SAURASHTRA & KUTCH,0.2,0,0,0
SAURASHTRA & KUTCH,5.5,0,0,0.3
SAURASHTRA & KUTCH,0.2,0,0,0
SAURASHTRA & KUTCH,0,0,46.2,0.7
SAURASHTRA & KUTCH,1.1,1,0.9,0
SAURASHTRA & KUTCH,0,0.2,0,0
SAURASHTRA & KUTCH,0.1,0.1,0.4,0.2
SAURASHTRA & KUTCH,0.3,0,0,0.3
SAURASHTRA & KUTCH,0.1,3.4,0,0
SAURASHTRA & KUTCH,0.8,0.1,0,0
SAURASHTRA & KUTCH,0,0,0,0.2
SAURASHTRA & KUTCH,0.7,0,0,0
SAURASHTRA & KUTCH,1,0.1,1,0
SAURASHTRA & KUTCH,1,0,0,0
SAURASHTRA & KUTCH,0,0.7,0,2.5
SAURASHTRA & KUTCH,0,3.3,0,0
SAURASHTRA & KUTCH,0.3,0.2,0,0
SAURASHTRA & KUTCH,0.7,0,0,0
SAURASHTRA & KUTCH,0.1,0,0,0.3
SAURASHTRA & KUTCH,0.2,0.1,0,1.3
SAURASHTRA & KUTCH,0,0,0,0
SAURASHTRA & KUTCH,0,0,0,0
SAURASHTRA & KUTCH,0,0,0.2,0
SAURASHTRA & KUTCH,0,0,0.4,0
SAURASHTRA & KUTCH,0,0,0,1.1
SAURASHTRA & KUTCH,1.8,0,0.2,0
SAURASHTRA & KUTCH,0,2.3,0.4,0
SAURASHTRA & KUTCH,0,0,0,0
SAURASHTRA & KUTCH,1.8,0.2,0,0
SAURASHTRA & KUTCH,1.5,4.8,0,0
SAURASHTRA & KUTCH,1,0,0,0
SAURASHTRA & KUTCH,0,0,0.2,0
SAURASHTRA & KUTCH,0.4,0,0,0.1
SAURASHTRA & KUTCH,0.8,0,0.6,0.3
SAURASHTRA & KUTCH,0,0,0,0
SAURASHTRA & KUTCH,1.3,10.5,0,0
SAURASHTRA & KUTCH,0,0,0,0
SAURASHTRA & KUTCH,0,0,0,0.2
SAURASHTRA & KUTCH,0,0,0,0
SAURASHTRA & KUTCH,0,0.4,0,0
SAURASHTRA & KUTCH,0.2,0,0,0
SAURASHTRA & KUTCH,0,0,0,0.2
SAURASHTRA & KUTCH,0,0,1.9,0
SAURASHTRA & KUTCH,0,1.9,0.1,0
SAURASHTRA & KUTCH,0.1,0.1,0.1,0.5
SAURASHTRA & KUTCH,0,0,0,0
SAURASHTRA & KUTCH,0.1,0,0,0
SAURASHTRA & KUTCH,0,1.4,0,0
SAURASHTRA & KUTCH,0,0,0,0.2
SAURASHTRA & KUTCH,1.7,0.2,0.1,8.5
SAURASHTRA & KUTCH,0.3,0,0.1,0.5
SAURASHTRA & KUTCH,0.9,0,4.4,2.1
KONKAN & GOA,5.6,0.1,0.4,35.7
KONKAN & GOA,0.3,0,0,0.4
KONKAN & GOA,0,0,0.1,0
KONKAN & GOA,0,0.1,6.6,6.3
KONKAN & GOA,0.1,0.1,0,0.4
KONKAN & GOA,5,0.9,0,0
KONKAN & GOA,1.7,1,0,20.1
KONKAN & GOA,0.9,1.1,0,2.3
KONKAN & GOA,0.1,0,0.1,0.3
KONKAN & GOA,0,0,0.3,0
KONKAN & GOA,0.2,0,3.2,0
KONKAN & GOA,0,0,0,4.1
KONKAN & GOA,0,0,0,1.3
KONKAN & GOA,0,0.8,0,0.8
KONKAN & GOA,0,4.7,5.9,10.2
KONKAN & GOA,0,0,0,2.4
KONKAN & GOA,0,18.4,1.2,0.3
KONKAN & GOA,0.1,0,3.3,0.1
KONKAN & GOA,2.5,0,0,0
KONKAN & GOA,14,1.2,0,12
KONKAN & GOA,0.3,0,0.1,4.8
KONKAN & GOA,0,0,0,6.3
KONKAN & GOA,0,0.5,4.7,1.3
KONKAN & GOA,0,0,0.1,0.1
KONKAN & GOA,0.1,0,7.4,5.2
KONKAN & GOA,31.8,0,0,0
KONKAN & GOA,0,0.2,0.2,0
KONKAN & GOA,0,1.3,0.2,3.1
KONKAN & GOA,1,0,3.2,14.9
KONKAN & GOA,0,0.2,0.1,0.3
KONKAN & GOA,0,0,0.1,1.7
KONKAN & GOA,0.5,0,0,2.9
KONKAN & GOA,0,0.1,1.6,15.3
KONKAN & GOA,0.7,0,0.3,2.7
KONKAN & GOA,0.2,0.1,0,0
KONKAN & GOA,0,0,0.1,0.3
KONKAN & GOA,0,4,0.1,53.5
KONKAN & GOA,0,0.4,4,2.1
KONKAN & GOA,0.2,0,0.4,5.8
KONKAN & GOA,4.8,6.1,2.8,1.9
KONKAN & GOA,17.1,0.2,0.1,1
KONKAN & GOA,0,0,0,3.3
KONKAN & GOA,3.6,0,0.1,0
KONKAN & GOA,0.1,0,0.7,0
KONKAN & GOA,8.8,0,0,0.9
KONKAN & GOA,0,0,0,14.4
KONKAN & GOA,4.9,0,5.8,67.3
KONKAN & GOA,10.5,0,0.2,2.3
KONKAN & GOA,0.2,0,0.1,1.3
KONKAN & GOA,0,0,0.2,0.2
KONKAN & GOA,0,0,2.5,9.8
KONKAN & GOA,0,0,0,2.8
KONKAN & GOA,0,0,0,15.4
KONKAN & GOA,0,2.4,3.5,7.2
KONKAN & GOA,0.2,0,2.2,11.6
KONKAN & GOA,0,0.3,0,5.8
KONKAN & GOA,0,0,0,1.7
KONKAN & GOA,0.2,0.1,0.2,9
KONKAN & GOA,0,0,0,6
KONKAN & GOA,0,0,0,1.1
KONKAN & GOA,0,5.2,0,2.3
KONKAN & GOA,0.2,0,0.1,0.7
KONKAN & GOA,0,0.1,0.1,1.1
KONKAN & GOA,0,0,0,0.9
KONKAN & GOA,3.4,0,0,5.7
KONKAN & GOA,0,0,0,0.2
KONKAN & GOA,0,0,7.7,0.8
KONKAN & GOA,0,0.3,0.1,6
KONKAN & GOA,0,0,0,1.1
KONKAN & GOA,0,0,0,1.5
KONKAN & GOA,0,0,0,0.3
KONKAN & GOA,0,0.1,0,0.6
KONKAN & GOA,0,0.4,0,0
KONKAN & GOA,0.7,0,0,6.8
KONKAN & GOA,0,0.1,0,1
KONKAN & GOA,0,0,1.6,0.4
KONKAN & GOA,0,0,0.8,1.3
KONKAN & GOA,0,0,0,8.3
KONKAN & GOA,0,0.7,0.1,0
KONKAN & GOA,0,0,0,3.5
KONKAN & GOA,0.6,0,0,0.1
KONKAN & GOA,0,0,0,0
KONKAN & GOA,0,0,0,0.3
KONKAN & GOA,0,0.2,0.1,0.9
KONKAN & GOA,0,0,0,0.4
KONKAN & GOA,0,0,0,0.1
KONKAN & GOA,0,0,0,0.6
KONKAN & GOA,0,0,0,4.3
KONKAN & GOA,0,0,0.6,1
KONKAN & GOA,0,0,0.1,0
KONKAN & GOA,0,0,0,6.4
KONKAN & GOA,0,0,0,0
KONKAN & GOA,0,0,0.6,0.1
KONKAN & GOA,1.3,0,0,12.5
KONKAN & GOA,3.5,0,0,3.3
KONKAN & GOA,0.1,0,0,0.6
KONKAN & GOA,2.6,0,0.8,1.8
KONKAN & GOA,0,0,0,0
KONKAN & GOA,0,0,0,0
KONKAN & GOA,1.2,0,0,0.9
KONKAN & GOA,5.6,0,0,2.8
KONKAN & GOA,0,0,0.1,2.8
KONKAN & GOA,0.5,0.6,0.8,1.2
KONKAN & GOA,0,0,0,10.4
KONKAN & GOA,1.3,0.1,1.9,4
KONKAN & GOA,0,0,9.9,0
KONKAN & GOA,0,0,0.1,3.3
KONKAN & GOA,0,0.1,31.5,0.3
KONKAN & GOA,0,0,0.3,0.1
KONKAN & GOA,2.7,0,0,1.5
KONKAN & GOA,0,0,0,3.4
KONKAN & GOA,0,0,0,0.6
KONKAN & GOA,1.8,5.4,0.1,0.1
KONKAN & GOA,1.3,5.3,1.8,0.7
KONKAN & GOA,2.7,0,36.8,3.6
MADHYA MAHARASHTRA,18.8,0.6,7.7,36.6
MADHYA MAHARASHTRA,7.8,0,0.1,5
MADHYA MAHARASHTRA,7.6,0,0,3.2
MADHYA MAHARASHTRA,0.4,4.7,1.7,3
MADHYA MAHARASHTRA,0,1.2,0,2.3
MADHYA MAHARASHTRA,10.5,0.8,0,0.1
MADHYA MAHARASHTRA,0.5,3.7,1.5,54.5
MADHYA MAHARASHTRA,0.3,0,4.7,6.3
MADHYA MAHARASHTRA,1.2,0.1,0.7,1.4
MADHYA MAHARASHTRA,0,0,1,0
MADHYA MAHARASHTRA,2,0.1,2.2,0.2
MADHYA MAHARASHTRA,0,0.4,0,9
MADHYA MAHARASHTRA,0,0.2,0,8.4
MADHYA MAHARASHTRA,0,0.4,0.3,3.7
MADHYA MAHARASHTRA,8.6,6.6,13.9,21.9
MADHYA MAHARASHTRA,0,0.2,0.4,4.9
MADHYA MAHARASHTRA,0.1,20,4.8,7.7
MADHYA MAHARASHTRA,5.1,0.6,2.6,1
MADHYA MAHARASHTRA,3,0.5,1.2,2.7
MADHYA MAHARASHTRA,41.5,0.2,0.1,9.7
MADHYA MAHARASHTRA,1.6,0,0.3,9
MADHYA MAHARASHTRA,18.3,2.6,0,16.7
MADHYA MAHARASHTRA,1.9,1.7,32.7,8.7
MADHYA MAHARASHTRA,2.1,0,2.8,19.7
MADHYA MAHARASHTRA,0,0,3.1,1.5
MADHYA MAHARASHTRA,34.3,0.6,0.1,0.2
MADHYA MAHARASHTRA,0,1,0.9,4.6
MADHYA MAHARASHTRA,0.1,10.3,3.7,8
MADHYA MAHARASHTRA,1,6.4,2,37.1
MADHYA MAHARASHTRA,0,0,0.7,3.2
MADHYA MAHARASHTRA,0,0,0.6,14
MADHYA MAHARASHTRA,0,0.5,8.6,22.3
MADHYA MAHARASHTRA,1.4,0.5,3.4,8.5
MADHYA MAHARASHTRA,3.7,0,1.9,7.3
MADHYA MAHARASHTRA,2.5,0,0,3.7
MADHYA MAHARASHTRA,1.3,6.2,4.3,3.8
MADHYA MAHARASHTRA,0,2,2,47.7
MADHYA MAHARASHTRA,0.6,1,23.5,12.2
MADHYA MAHARASHTRA,0.2,0.2,4.1,6.3
MADHYA MAHARASHTRA,1.3,1.8,0.5,16.5
MADHYA MAHARASHTRA,28.2,8,1.8,5.4
MADHYA MAHARASHTRA,0.2,2.5,0.2,6.7
MADHYA MAHARASHTRA,4.1,0,1.5,3.5
MADHYA MAHARASHTRA,0.8,0.7,10.3,0.1
MADHYA MAHARASHTRA,4.2,0,0,9.8
MADHYA MAHARASHTRA,0,2.9,0,22
MADHYA MAHARASHTRA,18.7,1.4,4.4,31
MADHYA MAHARASHTRA,16.9,0.7,4.3,7.6
MADHYA MAHARASHTRA,0,0,2,4.8
MADHYA MAHARASHTRA,0,0.2,1.5,5.9
MADHYA MAHARASHTRA,0.1,0,0.5,9.3
MADHYA MAHARASHTRA,0,1.9,0,8.9
MADHYA MAHARASHTRA,1.2,0,0.1,24.5
MADHYA MAHARASHTRA,2,0.4,16,6
MADHYA MAHARASHTRA,3.2,0,6.8,12.2
MADHYA MAHARASHTRA,1.5,0.2,1.1,11.3
MADHYA MAHARASHTRA,0.1,0,4.8,20.9
MADHYA MAHARASHTRA,1.6,0,5.4,23.6
MADHYA MAHARASHTRA,2.4,0,0,16.8
MADHYA MAHARASHTRA,3.6,0,3,5.1
MADHYA MAHARASHTRA,0.3,0.1,0.5,9.8
MADHYA MAHARASHTRA,0.2,0.1,6.7,12.9
MADHYA MAHARASHTRA,0.8,4.3,14,12
MADHYA MAHARASHTRA,0,0,4.1,6.2
MADHYA MAHARASHTRA,5.8,0.2,0.3,10.2
MADHYA MAHARASHTRA,1.9,0.5,1.4,2.1
MADHYA MAHARASHTRA,0,0.1,4.7,13.3
MADHYA MAHARASHTRA,1.6,3.6,9.4,11.2
MADHYA MAHARASHTRA,0.2,0,1.4,5.8
MADHYA MAHARASHTRA,1,0,0.6,17.9
MADHYA MAHARASHTRA,0,0,0.1,3.8
MADHYA MAHARASHTRA,0,0.2,0,4
MADHYA MAHARASHTRA,0,3,1.8,3.2
MADHYA MAHARASHTRA,0,0.1,2.5,14.6
MADHYA MAHARASHTRA,0.4,1.1,0.1,1
MADHYA MAHARASHTRA,0.1,0,6,3.4
MADHYA MAHARASHTRA,0,0.1,7.1,9.9
MADHYA MAHARASHTRA,0.7,10.8,4.6,22.2
MADHYA MAHARASHTRA,3.5,1.8,5.3,1
MADHYA MAHARASHTRA,0,0,1.5,16.1
MADHYA MAHARASHTRA,10.5,0,3.7,6.8
MADHYA MAHARASHTRA,2.1,0.2,0.2,6.3
MADHYA MAHARASHTRA,0.1,1.4,0,0
MADHYA MAHARASHTRA,0.6,11.2,3.7,4.6
MADHYA MAHARASHTRA,2.6,0.2,2.3,9.1
MADHYA MAHARASHTRA,1.6,2.7,0.3,2.4
MADHYA MAHARASHTRA,1.7,3.9,2.5,4
MADHYA MAHARASHTRA,0,0.1,0.1,18.8
MADHYA MAHARASHTRA,0,0,16.3,3.3
MADHYA MAHARASHTRA,2.6,0.2,0,0.2
MADHYA MAHARASHTRA,0,0.1,0.3,12.2
MADHYA MAHARASHTRA,0,0,0,2.1
MADHYA MAHARASHTRA,0,0.1,3,5.7
MADHYA MAHARASHTRA,3.1,0.1,0.6,21.8
MADHYA MAHARASHTRA,20,0.2,5.4,6.7
MADHYA MAHARASHTRA,0.1,0,0.1,4.1
MADHYA MAHARASHTRA,3.3,0,2.4,15.3
MADHYA MAHARASHTRA,0.2,0,0.6,2.5
MADHYA MAHARASHTRA,0,6.7,0,0.1
MADHYA MAHARASHTRA,0.4,1.1,0.2,1.7
MADHYA MAHARASHTRA,4.4,0,0.3,4.7
MADHYA MAHARASHTRA,1.7,3.1,1,13
MADHYA MAHARASHTRA,0.8,2.2,1.5,5.7
MADHYA MAHARASHTRA,0.1,0.1,0,4.7
MADHYA MAHARASHTRA,3.6,0.4,1.6,11.1
MADHYA MAHARASHTRA,0,0,7.1,0.2
MADHYA MAHARASHTRA,1.3,0.4,0,2.1
MADHYA MAHARASHTRA,0,0,18.1,0.6
MADHYA MAHARASHTRA,0,1.7,0.8,0.4
MADHYA MAHARASHTRA,2.9,0.1,0.9,2.3
MADHYA MAHARASHTRA,0,0.3,0.3,5
MADHYA MAHARASHTRA,0,0,0,3
MADHYA MAHARASHTRA,0.1,5.3,0.8,5.7
MADHYA MAHARASHTRA,3.1,6.2,24.4,7.5
MADHYA MAHARASHTRA,1.4,0.8,41.2,9.6
MATATHWADA,15.8,3.3,32.1,48.5
MATATHWADA,1.3,0,0.4,7.2
MATATHWADA,2.6,0.8,0,1.7
MATATHWADA,0,0.9,12.1,0.3
MATATHWADA,1.3,2,0,6.6
MATATHWADA,19.8,0,0.1,0
MATATHWADA,1,6.6,1.1,61.3
MATATHWADA,0,0.8,13,2.9
MATATHWADA,5.5,1.6,8.4,4.2
MATATHWADA,0,0,0.9,0
MATATHWADA,6.4,0,0,0
MATATHWADA,0,13.7,0,6.5
MATATHWADA,0,3.4,0,15.1
MATATHWADA,0,10.4,5.2,0.9
MATATHWADA,28,2.6,55.9,18.9
MATATHWADA,0,5,3,1.7
MATATHWADA,1.7,63.5,10.8,7
MATATHWADA,0.7,0,0.2,0.6
MATATHWADA,11.9,0.9,0.3,5.1
MATATHWADA,27,0,0.3,3.1
MATATHWADA,2.1,0,0,2.4
MATATHWADA,54.4,1.9,0,2.8
MATATHWADA,4,0.5,55.9,9.9
MATATHWADA,3.2,0,7.7,8.1
MATATHWADA,0,0,0,0
MATATHWADA,70.4,0,0,1.5
MATATHWADA,0,3.2,10.2,7.5
MATATHWADA,0,28.3,9.5,2
MATATHWADA,0,31.6,0.9,21.6
MATATHWADA,0,1,1.7,13
MATATHWADA,0,0,3.8,4.4
MATATHWADA,0,2.5,7.7,7.7
MATATHWADA,9.1,7.6,10.1,13.5
MATATHWADA,6,0,0,11.9
MATATHWADA,7.2,0.5,0,14
MATATHWADA,0,26.6,7.8,10.7
MATATHWADA,0,13.2,11.3,43.8
MATATHWADA,0,8.8,17.7,15.6
MATATHWADA,0.2,0,3.7,9.1
MATATHWADA,0,0.4,0,11.2
MATATHWADA,9.4,9.3,1.1,0.5
MATATHWADA,0,24.3,0,6.6
MATATHWADA,7.1,0.1,1.5,0.2
MATATHWADA,0.4,12.2,32.6,0
MATATHWADA,1.8,0,0,5
MATATHWADA,0,9.7,1.9,21.3
MATATHWADA,28,22,7.7,11.5
MATATHWADA,7.9,2.2,4.1,3.3
MATATHWADA,2.9,0.5,0.1,0.7
MATATHWADA,0,11.9,4.1,0.4
MATATHWADA,0.4,0,6.2,10.6
MATATHWADA,0.2,18.8,0,3.3
MATATHWADA,0.3,0,0.3,15.2
MATATHWADA,0.4,0,15.5,5.6
MATATHWADA,6.5,0,2.4,3.4
MATATHWADA,1.2,1.9,0.1,4.1
MATATHWADA,1.5,2.1,13.9,14.5
MATATHWADA,0.1,0,4.4,25.2
MATATHWADA,1.5,0,0.1,9.5
MATATHWADA,3.6,0,18.1,1
MATATHWADA,0.9,0.1,5.6,6.7
MATATHWADA,0.6,2.8,2.7,37.8
MATATHWADA,0,6.2,15.5,7
MATATHWADA,0,0.2,5.1,1.5
MATATHWADA,5.4,1.5,0,9.5
MATATHWADA,18.9,0,10.4,10.5
MATATHWADA,0,0,4,1
MATATHWADA,5.8,23.8,32.2,11.3
MATATHWADA,0,0,0.2,0.1
MATATHWADA,8.4,0,2.8,7.5
MATATHWADA,0.2,0.1,1.3,0.1
MATATHWADA,0,0,0,0.1
MATATHWADA,0,0.7,0,3.8
MATATHWADA,0,0.4,0.4,2.9
MATATHWADA,2.1,8.3,7.3,0
MATATHWADA,0,0.2,3.2,7.4
MATATHWADA,0,1.5,6,4.6
MATATHWADA,5.7,18.8,9.6,12
MATATHWADA,3.4,11.8,5.6,1.4
MATATHWADA,0.1,0,4.7,4.6
MATATHWADA,27.3,0.7,11,1.6
MATATHWADA,10,0.6,5.1,7.8
MATATHWADA,0,0,0.3,0.3
MATATHWADA,3.1,9.5,0.4,0.8
MATATHWADA,7.1,0,6.2,10.5
MATATHWADA,9.6,9.6,1.3,2.7
MATATHWADA,7.9,3.6,0.8,2
MATATHWADA,0,0,0.2,7.2
MATATHWADA,0,0,42.3,2.8
MATATHWADA,2.9,0,0,0
MATATHWADA,0.3,0.4,0.4,9.8
MATATHWADA,0,0,0,3.5
MATATHWADA,0,1,5.6,1.7
MATATHWADA,3.2,0.1,0,14.9
MATATHWADA,46.9,0.2,23.6,11.4
MATATHWADA,0.1,0,0.3,10.6
MATATHWADA,7.7,1.1,8.3,14.3
MATATHWADA,0.1,0.3,3.4,1.7
MATATHWADA,0,6,0.1,0
MATATHWADA,0.4,3.8,0.5,0.4
MATATHWADA,4.8,0.5,0.5,9.9
MATATHWADA,5.5,4.1,0.7,6.1
MATATHWADA,2.1,1.3,2.3,4.9
MATATHWADA,1.2,0.4,5.5,1.9
MATATHWADA,13.2,0.7,11.6,1.6
MATATHWADA,0,0,30.7,1.6
MATATHWADA,0,0,0.1,0.7
MATATHWADA,0.1,0.1,14.6,3.7
MATATHWADA,0,0,0.6,0.8
MATATHWADA,4.3,5.8,3.9,0.7
MATATHWADA,0,3.8,0.7,3.5
MATATHWADA,0,0,0,0.6
MATATHWADA,1.5,9.4,2.6,7.9
MATATHWADA,1.4,13.4,79,11.9
MATATHWADA,10.1,1.6,32,39.6
VIDARBHA,36.8,39.9,30.9,26.1
VIDARBHA,1.6,0.1,0,6.5
VIDARBHA,5.2,4,0.1,2.5
VIDARBHA,4.3,2.4,12.9,0.2
VIDARBHA,7.3,12.7,12.4,16.2
VIDARBHA,12.9,3.3,11.9,0.2
VIDARBHA,3.6,52.9,3.7,45.3
VIDARBHA,4.1,15.5,13.5,5.7
VIDARBHA,1.3,10,4.8,31.5
VIDARBHA,0,0,0,0.1
VIDARBHA,18.2,0,2.2,0
VIDARBHA,0.6,49.3,0.2,6.1
VIDARBHA,0,24.9,4,1.8
VIDARBHA,0,13.4,12.8,39.1
VIDARBHA,33.3,9.1,65.9,18.9
VIDARBHA,0,14.4,0.8,2.2
VIDARBHA,0.9,78.5,20.6,11.5
VIDARBHA,2.5,2.9,3.1,0.2
VIDARBHA,55.8,37,15.9,6.3
VIDARBHA,26.7,0.3,5.2,6.2
VIDARBHA,20.3,0.1,0,2.6
VIDARBHA,33.8,2.3,0,3.8
VIDARBHA,1,6.7,30.6,3.4
VIDARBHA,21.3,0.5,4.4,6.2
VIDARBHA,0,0,7.3,5.4
VIDARBHA,59.5,5.7,23.7,15.1
VIDARBHA,0.7,10,12.2,2
VIDARBHA,0.2,43.1,5.9,0.2
VIDARBHA,3.8,52.6,0.7,11.8
VIDARBHA,0,5.3,1.2,27.4
VIDARBHA,4,4.6,11.6,5.6
VIDARBHA,0,27.4,12.9,3.4
VIDARBHA,4.8,38.3,9.1,20.5
VIDARBHA,2.2,0,0.3,8.5
VIDARBHA,14.5,4.6,0.7,26
VIDARBHA,17.6,60.3,21.6,4.8
VIDARBHA,0,33.1,42.4,112.7
VIDARBHA,4,12.4,9.7,6.5
VIDARBHA,1.3,1.9,34.2,12.2
VIDARBHA,0,9.3,1.3,12.8
VIDARBHA,9.6,15.2,13.5,3.1
VIDARBHA,2.4,84.9,0,12.9
VIDARBHA,55,0.1,0.4,7.2
VIDARBHA,4.5,59.4,64.8,1.6
VIDARBHA,13.8,0.4,0,24.6
VIDARBHA,0,14.2,0.7,15.5
VIDARBHA,35,26.7,23.7,7.8
VIDARBHA,48.9,9.4,7,3.9
VIDARBHA,1.2,1.5,1,5.6
VIDARBHA,0.1,27.3,14.9,0.7
VIDARBHA,4.6,0.6,41.9,14.6
VIDARBHA,0,10.6,4.2,10.8
VIDARBHA,3.9,1.1,0,21.4
VIDARBHA,0.3,0.6,11.4,4
VIDARBHA,15.5,0.3,2.3,6.8
VIDARBHA,1.3,1.9,0.8,0.5
VIDARBHA,8.6,2.5,44.4,31.6
VIDARBHA,5.7,2,20.4,10.5
VIDARBHA,13.6,1.2,0.4,11.8
VIDARBHA,38.8,0,41,6.7
VIDARBHA,1.1,5.7,4.5,5.3
VIDARBHA,5.6,4.6,18.4,33.1
VIDARBHA,0.3,10.5,12.9,14.8
VIDARBHA,0,2,3,1.3
VIDARBHA,18.7,4.9,4.9,15.5
VIDARBHA,16.1,1.1,10.5,7.9
VIDARBHA,0.5,0,50,7.4
VIDARBHA,14.6,23.9,36.6,15.4
VIDARBHA,1.5,0,0.6,4
VIDARBHA,15.9,1,18.3,4.2
VIDARBHA,3.7,12.8,21.2,12.4
VIDARBHA,0,1.1,0,3.8
VIDARBHA,1.7,5,0.3,2.3
VIDARBHA,0,4.8,1.2,0.5
VIDARBHA,3.5,22.4,7,1.1
VIDARBHA,2.1,0.1,4.7,11.5
VIDARBHA,0,2.1,3.7,8.9
VIDARBHA,13.3,24.4,18.6,10.1
VIDARBHA,30.4,59.7,1.7,0.5
VIDARBHA,15.3,3.2,1,2.9
VIDARBHA,20.2,0.9,25.4,3.6
VIDARBHA,45.7,10.6,6,5.2
VIDARBHA,1.6,7.4,1.9,1.5
VIDARBHA,26.9,18.6,0.4,3.2
VIDARBHA,22.5,1.1,1,7.3
VIDARBHA,11.7,40.5,6.4,4.2
VIDARBHA,24.3,6.1,7.5,0.7
VIDARBHA,0.7,7.9,3.8,12.5
VIDARBHA,0,0,23.6,0.1
VIDARBHA,3.5,6.8,8.6,3.9
VIDARBHA,6.3,1.6,4.6,4.7
VIDARBHA,0.2,0.5,0.4,2.9
VIDARBHA,0.5,3.6,17.9,2.8
VIDARBHA,10,9.8,0.1,9.6
VIDARBHA,49.8,5.5,45.4,8.8
VIDARBHA,2.2,3.7,3.6,9.3
VIDARBHA,16.3,0,2.5,18.4
VIDARBHA,12.8,14.7,16.2,8.3
VIDARBHA,0.2,20.9,0.2,0
VIDARBHA,0.1,16.4,0.1,0.1
VIDARBHA,8.9,0.1,15.2,18.3
VIDARBHA,2.4,4,1.1,2.9
VIDARBHA,0,4.4,3.6,2.7
VIDARBHA,10.3,5.5,0.6,3.5
VIDARBHA,74.9,7,7.2,1.9
VIDARBHA,0,0,50.6,16.2
VIDARBHA,0.1,1.3,1.4,3.2
VIDARBHA,0.2,1.9,19.2,2.8
VIDARBHA,0.1,0,0.9,2.4
VIDARBHA,14,1.9,7.5,0.3
VIDARBHA,0,1.2,0.1,7.7
VIDARBHA,3.1,0.1,0,0.6
VIDARBHA,6.6,13,3.8,2.8
VIDARBHA,1.2,18.3,49.6,2.6
VIDARBHA,26.3,4.7,66.3,28.1
CHHATTISGARH,48.9,116.5,27.8,5.5
CHHATTISGARH,0.6,6.5,0.4,13.9
